Name,Score
Rachel Smith,100
Alexander Rogers,58
Joseph Diaz,71
Brenda Brock,52
Joseph Dean,66
Gary Thomas,95
Alyssa Craig,52
Alan Johnson,65
Emma Brown,69
Mary Johnson,71
Teresa Evans,79
Jacob Goodman,82
David Murphy,81
Elizabeth Mcdowell,92
Miss Bridget Perez,64
Jennifer Wagner,90
Veronica Burns,69
Sandra Newton,95
Michael Cohen,82
Rebecca Hurley,92
Holly Bishop,73
Steven Brown,68
Henry Malone,73
Regina Fisher,99
Kyle Roberts,56
David Wallace,96
Catherine Marsh,69
Lori Lee,89
Brandon Lamb,72
Gary Little,51
Dawn Garrett,76
Jacqueline Robinson,81
Harold Beck,52
Dale Miller,98
Samuel Gibbs,74
Tonya Sullivan,69
Alexandria Cummings,52
Jeffrey Hayes,75
Robert Rodriguez,74
Andrea Brown,66
Aaron Lambert,96
Alexa Cobb,96
Amber Ramos,87
Andrew Jones,56
Ashley Collins,85
Craig Logan,52
Barbara Hodge,68
Patricia Brown,64
Danielle Jenkins,52
Kevin Olson,70
Julia Potter,53
Stephanie Phillips,95
Chris Jimenez,64
Alexander Faulkner,90
John Greene,88
Kayla Carr,69
Natasha Hall,53
Margaret Ramirez,74
Larry Martin,88
Annette Perez,97
Julian Jones,52
David Glass,76
Rebecca Brown,61
Cheryl Burton,67
Lisa Ruiz,59
Sean Garcia,54
Sharon Larson,64
Janet Scott,73
Yolanda Reed,66
Darren Graham,90
Ann Brandt,54
Frances Gross,79
Joseph Gomez,50
Vanessa Wilson,52
Danny Black,99
Brittney Diaz,58
Christopher Pena,88
Heidi Giles,51
Kimberly Bishop,92
Karen Parker,57
Michael King,67
Lori Wells,100
James Gonzales,86
Rachel Munoz,83
Katrina Martin,76
Kimberly Thomas,50
Lance Alvarado,63
Megan Mills,72
Darlene Ortiz,94
Robert Lee,79
Jacob White,81
John Cowan,82
Timothy Davis,77
Terry Chang,85
Tammy Nguyen,82
Charles Berg,50
Jennifer Calderon,51
Troy Prince,64
Christopher Smith,83
Alan Moreno,69
Heather Sanders,94
Miss Karen Webb,76
Colin Harvey,92
Mark Spencer,69
Michael Andrews,64
Phillip Lopez,87
Penny Watkins,65
Heather Morris,69
Victor Mckenzie,73
Shelly Bowen,77
Robert Mathews,85
Luis Long,57
Heather Flynn,73
Nathan Miller,95
Larry Stone,60
Timothy Mcgee,74
Justin Barajas,53
Steven Ford,50
Amanda Martinez,65
Brian Cooper,98
Angel Adams,71
Gerald Eaton,53
Christopher Hale,86
Roger Garcia,70
Christina Pace,78
Darrell Johnson,98
Luis Ewing,79
Jesse Olsen,60
James Flores,56
Justin Morrow,74
Jason Clark,54
Miss Alyssa Jenkins,87
John Mcdonald,94
Andrew Cortez,70
Matthew Mccall,90
Teresa Nelson,85
Philip Moran,81
Suzanne Lowe,92
Chad Massey,76
Jose Reese,94
Brian French,74
Derrick Griffin,83
Mr. Bryan Oliver,68
Christian Peterson,71
Holly Castillo,73
Jaime Francis,88
Harold Dixon,64
Frank Cobb,92
Nathan Garcia,75
James Matthews,88
Joyce Anderson,81
Amanda Fields,77
Pamela Shea,85
Priscilla Valdez,73
Brandon Hunter,59
Kimberly Moon,50
Joshua Chen,77
John Richards,62
Sandra Brady,61
James French,98
Jason Kemp,71
Janet Shannon,83
David Porter MD,60
Jessica King,91
Debbie Hutchinson,86
Sarah Kelly,66
Carly Brewer,70
Sheila Davis,82
Thomas Hooper,75
Yolanda Miller,54
Nancy Tran,51
Justin Wells,64
Heather James,88
Michelle Booth,72
Alyssa Fritz,58
Elizabeth Hall,81
Debra Williams,95
Gavin Morris,59
Tiffany Snyder,57
Lauren Carr,96
Kristina Andersen,74
George Andrews,55
Tina Morris,97
Christina Gentry,69
John Smith,95
Paul Smith,78
Leslie Black,66
Lisa Warren,69
Heather Wiley,52
Joseph Cooper,92
Sherry Pineda,82
Shawn Schmidt,85
Jason Campbell,76
Timothy Williams,81
Jason Turner,83
Douglas Woods,88
Samuel King,88
Michael Heath,59
Brittney Rogers,50
Dakota Clark,65
Katherine Watson,58
Seth Smith IV,73
Joan Krueger,100
Daniel Rivera,89
Sharon Palmer,54
Desiree Hamilton,86
Katherine Rodriguez,64
Sierra Townsend,72
Kayla Moon,89
Kayla Boyle,97
Janet Horton,92
Noah Bentley,98
Julie Bryant,86
Louis Warren,55
Taylor Duke,78
Elizabeth Crawford,61
Jonathan Campbell,94
William Curry,92
Kyle Williams,64
Brian Ewing,53
Alejandro Garcia,95
Matthew Powell PhD,94
Lisa Rocha,59
Kara Gonzalez,89
Meghan Evans,78
Mary Duncan,58
Wendy Baker,53
Daniel Harris,50
Erin Gutierrez,68
Ariana Murillo,74
Heidi Taylor,84
Jesse Brown,62
Jerry Miller,62
Brandon Summers,59
Laura Pratt,61
Jordan Barnett,95
Scott Sanders,96
Ricardo Pearson,55
Nicole Thompson,58
Michele Dixon,69
Misty Rodriguez,69
Robert Davis,63
Kelly Flores,98
John Castillo,69
Amy Santana,52
Cory Stokes,81
Sara Reed,57
Michael Meyer,58
Mr. Christopher Peterson,54
Matthew Miller,50
Kyle Griffin,52
Jamie Coleman,78
Matthew Gordon,54
Debbie Koch,62
David Parker,52
Loretta Thompson,54
Brandy Mcdaniel,86
Carla Turner,83
Leah Hernandez,83
Matthew Maldonado DDS,82
Pamela Cole,66
George Sanchez,87
Michelle Tran,63
Dawn Nixon,81
Barbara Palmer,70
Sergio Ramirez,80
Allison Goodman,81
Ronald Dunn,63
Ashley Collier,62
Jeffrey Henson,57
Dana Perez,93
Justin Mills,55
Tara Camacho,99
Claudia Bishop,96
Michael Ramsey,75
David Williams,88
Mark Mendoza,51
Rebecca Miller,60
Daniel Klein MD,54
Brianna Miller,64
Eric Rivera,87
Kathryn Monroe,56
Thomas Hayes,54
Anthony Baker,72
Paul Sanford,70
Alexis Thompson,61
Michael Delgado,60
Mitchell Church,67
Crystal Arnold,74
David Brown,57
Diamond Jackson,65
Patrick James,70
Steven Decker,76
Desiree Petersen,99
Steven Dalton,66
Deborah Fisher,79
Alexander Hebert,68
Lindsay Brown,93
Susan Mitchell,51
Phillip Fowler,79
Neil Wallace,85
Bruce Vasquez,87
Christina Faulkner,79
Glenn Sanchez,55
Rebecca Robinson,84
Anthony Baker,90
Ryan Keith,76
Mary Terry,59
Maria Jones,82
Dominique Rivas,60
Kayla Davis,53
Lori Hodges,95
Margaret Richardson,88
Edwin Butler,50
Donna Butler,82
Benjamin Soto,66
Amy Chase,73
Henry Holt,93
Lisa Costa,57
Elizabeth Shepherd,61
Donna Duran,84
David Thompson,50
Katelyn Collins,51
Nicholas Mcintosh,84
Erik Galloway,63
Robert Alexander,50
Monica Gibson,76
Christopher Miller,58
Donald Powell,67
Christopher Murillo,58
Jason Cooper,77
Mathew Evans,58
Jenna Garcia,78
Daniel Miller,71
Calvin Rogers,89
Joseph Lamb,53
Tina Mccarty,76
Aaron Garcia,92
Kerry Schmidt,84
Stephanie Fields,74
Stephanie Butler,85
Darren Fuller,99
Karen Moreno,69
Zachary Thompson,59
Jodi Holt,70
Edward James,93
Amy Adams,90
Heidi Smith,93
Jasmine Campos,61
Andrew Cox,50
Amanda Burnett,57
Rodney Allen,53
Luis Martin,56
Randall Davis,97
Jordan Sanders,58
Carla Ortega,82
Rebecca Berry,77
Kenneth Horton,62
Victoria Ingram,62
Randall Fuller,82
Michael Gray,75
Tracy Gray DVM,67
April Weaver,84
Jessica Murphy,75
Jason Riley,80
Kelly Whitney,83
Yesenia Wells,92
Sarah Miller,55
Stephanie Walker,94
Tracey Davidson,74
Felicia Lara,79
Amber Duarte,74
Stacy Holmes,60
Mark Leonard,96
James Jones,87
Christine Gilbert,84
Richard Matthews,52
Rose Welch,81
Wendy Johnson,50
Michael Kennedy,88
Wesley Rosales,79
Pedro Roberts,54
Julie Mejia,80
Gary Jones,71
Mark Foley,63
Austin Bernard,59
Kristin Malone,76
David Pierce,67
William Lewis,83
Rick Cook,74
Lisa Lang,100
Mary Maddox,52
Noah Russell,63
Sarah Nelson,80
Allison Jones,98
Shelby Byrd,52
Steven Cole,58
Patrick Mueller,88
Danielle Drake,85
Anna Love,74
David Tanner,98
Justin Lin,97
Brian Nguyen,93
Pedro Daniels,62
Luke Davis,61
Brian Thompson,59
Adam Thomas,97
Diana Price,75
Zachary Moore,86
Danielle Oconnor,69
Shannon King,73
Tamara Cruz,66
Colleen Park,63
Carl Walker,77
Lauren Robles,78
Nicholas Valdez MD,52
Amanda Reyes,75
Jay Cochran,94
Seth Ashley,51
Jason Ward,57
Michele Hoffman,53
Collin Yates,62
Erik Friedman,95
James Waters,75
Edward Hill,60
Mary Orozco,95
Anthony Martinez,96
Susan Anthony,83
Sarah Schaefer,56
Kenneth Holt,68
Jennifer Thomas,100
Ashley West,74
Mrs. Natalie Hall,56
Jesse Wright,75
Elizabeth Brown,74
Joseph Simpson,80
Lee Martin,74
Mrs. Sandra Rocha,100
Dylan Moore,90
Kristi Fleming DDS,57
Anthony King,80
Miss Brenda Harris,74
Robin Ponce,64
Sarah Anderson,70
David Griffin,92
Phillip Kline,75
Gregg Zimmerman,84
Natalie Ayala,79
Kristen Evans,95
Jenna Williams,59
Dillon Cole,63
Ryan Murray,71
Michelle Silva,64
Regina Rogers,87
Gerald Burnett,71
Michael Walker,69
Charles Moore,59
Derrick Farley,86
Connie May,54
Monique Campbell,73
Danielle Monroe,56
Nicole Ballard,54
Cheryl Howard,59
Dr. Curtis Garcia,80
Brian Wilson,92
John Williams,99
John Harrington,99
Glenn Anderson,59
Noah Ortiz,97
Sarah Estrada,50
Brianna Glover,82
Kristina Long,56
Craig Lambert,82
Matthew Washington,56
Chad Jones,96
Thomas Evans,83
Nicholas Johnson,51
Philip Casey,99
Kenneth Gray,82
James Wilson,61
Seth Wilson,86
Paul Alexander,90
Amy Ray,94
Miranda Adams,53
Joel Luna,58
Jenna Gonzalez,56
Penny Murphy,90
Christopher Wright,78
Lorraine George,99
Mr. Jose Bryan,84
Heather Rodriguez,91
Misty Welch,92
Rebecca Robles,61
Emily Best,100
Deborah Morgan,68
Stephen Kirk,76
Chloe Wilson,90
Donald Jenkins,99
Javier Moore,85
Yolanda Martin,62
Larry Riley,82
John Kelly,70
Jennifer Wade,74
Karina Cruz,93
David Sanders,79
Jacob Garcia,62
Michael Hayes,87
Mark Brown,67
Allison White,86
Anna Myers,93
David Crawford,65
Cheryl Mccoy,81
Meredith Espinoza,73
Russell Odonnell,92
Emily Wright,100
Megan Perez,82
Nancy Diaz,54
Anthony Miller,61
Amy Kirby,93
Sarah Archer,81
Melanie Chan,68
Shelly Howard,57
Patrick Mason,54
Elizabeth Lamb,78
Vanessa Maynard,68
Paul Jenkins,57
Kristine Ward,65
David Baird,55
Christopher Hammond,83
James Cline,61
Jose Cole,85
Kyle Walker,73
Felicia Miles,62
Brittany Rollins,58
Patricia Ward,54
Brian Williams,73
Bryce Lynch,56
Kevin Bush,51
Joseph Reyes,87
Steven Mills MD,98
Jesse Young,98
Laura Anderson,95
Nancy Myers,75
Joanna Bernard,69
Brian Webster,90
Barry Houston,56
Logan Brennan,83
Benjamin Landry,100
Brian Ellis,54
Paul Hill,98
Edwin Miller,98
Lisa Thompson,88
Jamie White,100
Travis Atkins,62
Victor Mcneil,96
Sarah Obrien,85
Cole Walker,78
William Mendoza,71
Dennis Flores,71
Nicholas Ramirez,78
Elizabeth Hebert,95
Alexander Mendez,60
Michael Hicks,52
Emily Chen,71
Jody Barnes,64
Thomas Brown,69
Lauren Deleon,97
Leslie Williams,81
Mandy Lee,93
Miss Jean Hoover,66
John Dixon,66
Joanne Santiago,93
Jamie Matthews,96
John Jones,92
Aaron Erickson,73
David Love,68
Sara White,76
Brian Thomas,53
Sabrina Mendoza,55
Christie Thomas,69
Gail Arnold,50
Patricia Miller,72
Matthew Fuller,81
Eric Poole,72
Michael Perez,81
Paul Espinoza,98
Andrew Herrera,60
Nicole Griffin,79
John Lee,53
Tammy Thomas,99
Jason Frazier,51
John Gray,93
Jonathan King,61
Melissa Hunt,95
Alexander Chavez,62
Cheyenne Jimenez,73
Ashley White,63
Cindy Eaton,79
Jody Curry,71
Katherine Fry,56
Kayla Allen,93
Derrick Cohen,96
Lauren Larson,93
John Chapman,88
Lisa Burton,69
Christopher Patel,79
Maria Harris,78
Dr. Joanne Conley,68
Brandon Hoffman,57
Alexander Brennan,92
Steven Daniel,63
Rebecca Oliver,56
Mrs. Donna Weaver,80
Donna Arnold,82
Stacy Chaney,88
Matthew Jackson,99
Michelle Anderson,53
Aaron Nelson,75
Ronald Castaneda MD,62
Malik Young,70
Manuel Kennedy,65
Michelle Gibson MD,58
William Martin,99
James Keith,79
Colin Barker,71
Kevin Smith,52
Daniel Bradley,87
Benjamin Wood,72
Susan Cuevas,86
Mason Murphy,75
Tommy Alvarez,76
Kyle Barrett,82
Michael Wyatt,69
Michelle Schmidt,75
Brian Matthews,55
William Rose,88
Michael Ramirez,75
Derek Calderon,76
Frank Bryant,55
Brooke Avila,90
Daniel Edwards,67
Kelly Richards,91
Mr. John Smith,52
Jill Rodgers,70
Mary Patterson,63
Thomas Johnson,77
Bethany White,77
Tim Gray,61
Ruth Henry,50
David Acosta,77
Samantha Bell,89
Roger Brown,83
Debra Adams,56
Timothy Alexander,76
Timothy Graham,64
Gregory Roth,86
Nathan Harper,77
Thomas Lopez,51
Ashley Gill,72
Bryan Wilson,57
Miranda Schneider,75
Jeffrey Rhodes,82
William Green,100
Daniel Wilkerson,71
James Knapp,90
Mia Welch,71
Cynthia Romero,65
Katie Morris,88
Timothy Bell,89
Colleen Johnson,59
Valerie Owens,82
Gabriel Mayer,76
Terry Henry,51
Holly Martinez,78
Derek Dunn,67
Manuel Collins,72
Michele Rose,79
Michael Crawford,74
Amanda Sanchez,92
Rachel Edwards,90
Jordan Campbell,53
Jerome Adams,78
Tammy Jones,66
Crystal Rodriguez,60
Tanner Mckenzie,99
Mrs. Jennifer Weaver,63
Betty Davis,84
Joe Garcia,88
Michael Brown,90
Emily Newman,93
Charlotte Lloyd,91
Daniel Johnson,73
Eric Barnes,95
Gilbert Davila,100
Andrew Smith,60
Jeffrey Valdez,63
Chad Riley,85
Douglas Butler,55
Roger Gilmore,60
Ann Dominguez,98
Dustin Moore,95
Katherine Jacobson,63
Jason Becker,59
Michele Stark,92
Valerie Ramirez,98
Deborah Kelley,53
Zachary Moore,50
Victor Weiss,55
Sara Peterson,56
Paul Alvarez,76
Theresa Bond,82
Christine Phillips,54
Billy Farrell,56
Lance Buckley,80
Glenn Miles,100
Madison Coleman,100
Joshua Jackson,100
Kelly Murphy,88
Teresa Rivera,85
Rebecca Johnson,85
Scott Hess,99
Brian Rivera,55
Elizabeth Villa,81
Chloe Watts,80
Christopher Summers,75
Debbie Cannon,89
Amber Combs,95
Tiffany Stewart,67
Tiffany Williams,51
Michelle Wilson,82
Andre Martinez,73
Kathleen Hicks,75
Jane Turner,68
Melissa Roy,71
Theresa Mcdonald,90
Gerald Johnson,99
Erica Williams,76
Julie Davis,80
Lisa Gentry,90
Pam Anderson,54
Francisco Mason,54
Sara Hill,89
Mrs. Haley Miller,50
Sean Lewis,53
Lauren Walton,93
Kevin Mcpherson,80
Justin Jimenez,72
Jake Ortiz,55
Todd Carlson,77
Ebony Harrington,64
Nicholas Gonzalez,56
William Gutierrez Jr.,73
Ann Walker,79
Steven Keller,88
Donald Hughes,83
Anthony Collins,56
Brittany Smith,67
Elizabeth Meyer,70
Taylor Yates,80
David Sullivan,74
Kimberly Frederick,96
Kevin Hubbard,93
Monica Young,67
Kimberly Roman,67
James Oliver,99
Dale Merritt,62
Jared Lynch,59
Melissa Smith,72
Kyle Underwood,50
Tina Harper,61
Destiny Johnson,92
Mary Hughes,71
Rhonda Evans,59
Jason Garcia,93
Daniel Taylor DDS,76
Sara Harding,64
Kevin Herrera,92
Karen Lopez,71
Martha Cherry,91
Joshua Carey,92
Bobby Lopez,94
Jonathan Smith,88
Leslie Hall,96
Thomas Powell,59
Taylor Khan,60
Glenda Carlson,69
Martha Quinn,88
Richard White,62
Andre Woodard,77
Jasmine Pruitt,57
Jerry Gilbert,82
Holly Murray,70
Amanda Mcgrath,60
James Griffin,74
Amy Hernandez,51
Brandon Landry,74
Brett Welch,97
Sharon Mann,62
Sara Gonzalez,95
Melissa Chambers,52
Natalie Mathis,95
Mackenzie Smith,82
Jose Wilson,88
Brittany Ewing,74
Elizabeth Santos,59
Warren Brown,78
Cody Anderson,100
Stephanie Potter,89
Jason Hayes,75
Kevin Moore,58
Amy Casey,57
Peter Frazier,61
Zachary Hutchinson,86
Tonya Moore,78
Kathleen Sutton,60
Erin Waller,87
Michael King,50
Kevin Collier,55
Linda Ramirez,72
Aaron Howard,70
Kiara Campbell,95
Thomas Harvey,54
Brittany Torres,94
Carrie Castro,96
David Davidson,80
Corey Hernandez,52
Kelsey Torres,86
Maureen Mckay,84
Stanley Powell,60
Alice Harris,63
Karen Garrett,85
Marvin Gibbs,57
Samantha Reeves,96
Vanessa Chen,79
Nicole Lawson,70
Bryce Tucker,85
Tamara Vazquez,86
Claudia Cruz,65
Stephanie Lopez,60
Frank Norman,52
Sean Blair,91
Kimberly Cooper,89
Amanda Hill,55
Hannah Morales,72
Kara Bryant,65
Elizabeth Anderson,53
Kimberly Jackson,76
Jenna Solis,78
Jennifer Miller,96
Mary Sanchez,78
Emily Walton,98
Peter Oliver,74
Yvonne Moody,57
Brady Rice,51
Shelby Barnett,91
Patricia Mueller,86
Joanna Camacho,91
Taylor Johnson,74
Mrs. Sonya Peterson,98
James Roberts,69
Heather Thomas,79
Amanda Combs,97
Cameron Douglas Jr.,90
Marisa Ewing,78
Erik Townsend,97
Samantha Bean,93
Dana Carrillo,74
Cynthia Barber,55
Meghan Mccarthy,70
Holly Spears,92
Brenda Boyd,93
Christopher Nguyen,76
Heather Small,62
Melissa Jackson,61
Charles Hayes,72
Troy Roberts,63
Kayla Johnson,70
Sean Henson,97
Crystal Robinson,69
Zachary Aguirre,73
Dawn Perry,96
Lauren Jacobson,57
Michelle Bell,61
Frank Vasquez,79
Christopher Gomez,67
Katrina Phillips,51
Heather Coleman,87
Robert Nash,68
Rhonda Ingram,57
Andrew Moreno,57
Sandra Church,87
Jennifer Bell,86
Gregory Schmidt,53
Aaron Johnson,72
Shelby Jackson,86
Amanda Parker,62
Isaac Roy,63
Matthew Zavala,93
Stephanie Willis,56
Walter Pollard,50
Matthew Curtis,67
Michael Nicholson,76
Sharon Ferrell,57
William Fox,92
Ashley Reyes,59
Roger Young,70
Laura Atkinson,75
Nancy Kelley,79
Nancy Abbott,80
Lisa Bennett,69
Patricia Carter,58
Jeffrey Gardner,66
David Arnold,74
Robert Hall,72
Brandy Owens,71
Thomas Lee,85
Veronica Small,52
Benjamin Parker,84
Kimberly Martinez,86
Ryan Armstrong,86
John Barber,73
Sharon Eaton,56
Cassandra Roberts,52
Sheryl Morrison,91
Catherine Smith,51
Teresa Gonzalez,71
Joshua Hill,62
Melissa Rosales,52
Mary Mcpherson,70
James Williams,65
Jasmine Cruz,75
Audrey Petersen,89
Kristina Church,54
Michael Chung,50
Jonathan Thomas,88
Marilyn Greene,86
Timothy Kennedy,59
Jose Johnson,73
Ryan Lopez,56
Patrick Leon,77
Andrew Graham,97
Bryan Spence,58
Kathleen Wilson,96
William Turner,53
Tony Fry,55
Pamela Wood,84
Amanda Hunt,99
Kelly Marshall,70
Andrea Jones,66
Angela Howe,82
Ronald Lopez,57
Colleen Lee,55
Christopher Thornton,54
Christine Hebert,93
Sharon Spence,90
Teresa Martin,73
Sheila Ochoa,98
Dustin Vazquez,58
Larry Smith,50
April Green,87
Cory Nicholson,76
James Schwartz,89
Levi Jimenez,73
Raymond Wood,79
David Harrison,80
Gabrielle Cole,96
Andrew Henry,58
Linda Padilla,81
Allison Allen,100
Latoya Hale,69
Michael Powell,57
Mark Alexander,62
Joseph Peters,69
David Hamilton II,57
Christopher Vaughn,81
Kristen Hubbard,61
Lisa Smith,54
Rebecca Jones,59
Robin Clarke,86
John Dickerson,70
Rodney Becker,81
Richard Reynolds DVM,94
Allen Taylor,57
Thomas Patterson,72
Christine Brown,61
Jacob Perry,51
Brandon Sanchez,92
Eric Lee,83
Brandon Perry,89
Eric Stewart,74
Mrs. Heather Lee,87
James King,70
Raymond Wilson,88
Michael Williams,64
Christy Jenkins,76
Christina Morgan,50
Kaitlin Ballard,62
Amber Johnson,69
Jose Washington,84
Cynthia Franklin,94
Eric Zimmerman,73
Colleen Franklin,62
Andrew Anderson,81
Andrea Pruitt,90
Robert James,60
Jacqueline Jones,80
Timothy Howard,99
Jeffery Kane,78
Miss Beth Gonzalez,62
Jessica Chambers,66
Savannah Manning,51
Jessica Ruiz,51
Kelsey Escobar,61
Elizabeth Diaz,72
Derek Marquez,81
Robert Mitchell,100
Kaitlyn Davila,73
Robert Adkins,65
Michelle Castaneda,54
Steven Peterson,73
Jeffrey Richmond,84
Sandra Hall,61
Ariel Boyd,72
Robin Brady,83
Ann Robles,100
Crystal Barnett,67
Michelle Montoya,61
Amy Edwards,78
Tabitha Williams,83
Daniel Owens,78
Amber Lambert,94
Matthew Thompson,83
Cassandra Thomas,84
Tammy Vasquez,64
Ann Ward,92
Nathaniel King,67
Terry Murray,98
Edward Gutierrez,93
Elizabeth Wilson,52
Deanna Hill,68
Alec Newton,62
Alan Powell,72
Linda Sutton,86
Garrett Davis,87
Carl Vazquez,93
Megan Rose,94
Thomas Mckay,68
Penny Jones,62
Austin Underwood,52
Christopher Fletcher,69
Amanda Gutierrez,93
Michael Johnson,100
Tina Mccall MD,69
Mckenzie Maxwell,52
Carrie Bass,65
Samantha Hernandez,54
Donna Smith,59
Jacqueline Holt,93
April Baker DDS,93
Laura Gonzales,63
Stephanie Martinez,70
Anthony Burns,86
Jorge Diaz,60
Jennifer Houston,56
Nicole Romero,57
Jimmy Harrison,80
Mark Nguyen,86
Monica Austin,77
Edward Thompson,51
Brandy Gregory,78
Heather York,95
Alexandra Baxter,83
Robert Walker,54
Jacob Morales,70
Ricky Lowe,52
Tyrone Ferrell,74
Samuel Richardson,74
Debra Munoz,68
Leah Gould,78
Janice Castillo,56
Gary Rodriguez,92
Lori Parker,65
Lori Rose,52
Bradley Sanchez,63
Derek Bishop,82
Emily Patterson,63
Sarah Vargas,93
Thomas Solis,65
Craig Collins,91
Jason Little,100
Patricia Proctor,80
Tanner Riley,95
David Morris,83
Aaron Williams,76
Ann Cole,72
Lydia Brown,74
Christopher Gomez,100
Sara Roberts,52
Vanessa Wilson,59
Mary Atkinson,89
Kathryn Douglas,89
Ian Durham,77
Thomas Johnson,82
John Delgado,74
Logan Ford,71
Connie Morse,98
Crystal Carr,58
Jessica Barton,68
Patricia Moore,92
Jamie Carlson,88
Kathleen Travis,65
Mr. Charles Scott DDS,73
Miguel Roberts,93
Brian Griffith,55
Jason Newman,63
Dawn Green,89
Robert Campbell,92
Patricia Ayers,88
Colin Ochoa,51
Wendy Richardson,76
Heather Holmes,71
Colleen Harrington,71
Jose Paul,97
Christopher Miller,74
David Clark,64
Matthew Stevens,93
Kathryn Rios,67
Dr. Ashley Anderson,74
Christine Leonard,76
Elizabeth Kim,75
William Alvarado,87
Ryan Hayes,83
Jennifer Serrano,71
Samantha Brown,99
Ruben Sandoval,86
Ricardo Herrera,80
Kyle Bean,69
Patrick Cook,62
Ethan Thomas,87
Kimberly Robles,90
Jennifer Salazar,56
Andrew English,62
Jose Hansen,89
Michael Wang,77
Cassandra Davis,80
Mrs. April Myers,53
Ryan Allen,83
Tracy Brown,54
Dennis Kirby,94
Elizabeth Coleman,65
Michael Norton,68
Darin Ross,94
Elizabeth Hunt,98
Kevin Berry,68
Ralph Snyder,100
Maria Moore,57
Mary Castillo,72
Susan Lewis,55
Melanie Crawford,81
Sharon Peterson,67
Natalie Houston,99
Chelsea Quinn,91
Andrew Harvey,51
Charles Cox,64
Jacob Burton,57
Brittany Smith,83
Shannon Frye,86
Terry Romero,88
Rachel Wells,58
Tammy Crosby,71
Lynn Gordon,53
Nicole Evans,72
Nathan Reilly,93
Jill Chang,55
Jaclyn Lara,94
Stephanie Gilbert,64
Jessica White,78
Joshua Martin,84
Daniel Strong,99
Gary Anderson,75
Luis Clark,91
Phillip Marquez,63
Jaclyn Murillo,81
Roger Lynn,53
Michaela Elliott,59
Craig Howard,60
Linda Schwartz,96
Curtis Bennett,79
Andrew Morton,88
Connie Dickerson,65
Samantha Archer,92
Cole Crawford,80
Jordan Smith,93
Wendy Tate,74
Eric Chan,82
Robert Gomez,53
Sarah Lewis,92
Cathy Thompson,66
Brittney Ortiz,100
Melanie Sosa,85
Kathleen Howell,68
Zachary Davis,52
Mark Anderson,57
April Holloway,62
Lori Hall,64
William Scott,93
Susan Luna,67
Casey Soto,57
Brianna Morales,72
Audrey Miller,63
Jake Moreno MD,66
Nicole Henderson,78
Nicole Herring,99
Peter Lawson,100
Joe Rodriguez,79
Noah Brooks,63
Sarah Sanchez,76
Rachel Thompson,73
Sherry Donaldson,89
Robin Kirk,92
Annette Davis,69
Regina Cole,81
Andrew Rodriguez,61
Cindy Rodgers,61
Adrienne Rodriguez,63
James Davis,91
Erin Kelley,69
Eric Stewart MD,51
Stephanie Webster,100
Audrey Craig,73
Connor Lynch,72
Hailey Smith,61
Jason Carr,83
Lisa Baker,83
Patricia Hill,59
Vanessa Molina,52
Keith Eaton,96
Michael Berger,77
Patrick Stewart,74
Amanda Meyer,98
Benjamin Snyder,70
Teresa Richmond,88
Cynthia Kelly DVM,65
Chelsea Stone,73
Shane Powers,73
Donna Orr,75
Joshua Ortiz,79
Patricia Parker,55
Pamela Hunt,75
Dr. James Rivera,56
Angela Johnson MD,88
Cheryl Meyer,60
Johnathan Barnes,72
Jose Garrison,88
Rhonda Gonzalez,75
Robert Cunningham,93
Laura Farmer,73
Devin Brown,82
Tara Parks,91
Kristen Gordon,95
Derrick Davis,63
Angela Torres,97
Jessica Morales,66
Danny Rodriguez,54
Christopher Summers,56
Brenda Gonzales,61
Kenneth Noble,53
Steven Barajas,100
Erik Mckenzie,81
Robert Hardin,79
Martin Fletcher,72
Joshua Brown,56
Derrick Stewart,71
Emily Coleman,84
Terry Gomez,74
Justin Jones,61
Roger Mercado,89
Amy Garcia,81
James Howard,93
Evelyn Bernard,61
Jeffrey Bryant,88
Ashley Scott,56
Tammy Levy,87
Susan Love,96
William Gray,59
John Jones,66
Michelle Cook,60
Justin Thompson,57
Lisa Vargas,56
Lucas Shaw,85
Lisa Lewis,61
Mark Olson,82
Lisa Booth,86
Kelly Jones,97
William Weaver,61
Sarah Parker,69
Mark Short,82
Erica Schwartz,82
Michael Ortiz,61
Melanie Oliver,100
Michael Williams,67
Allison Stone,50
Karen Murphy,99
Donald Morris,53
Shannon Palmer,56
Miss Marie Padilla,72
Andrew Thompson,71
Frank Hughes,67
Brandon Rodriguez,54
Austin Estrada,96
Heather Roberts,93
Michael Jones,85
Edwin Hawkins,55
Joshua Hernandez,100
Michelle Alexander,82
Helen Mcconnell,83
Kelly Maddox,92
Robert Jones,56
Jennifer Singh,73
Nicholas Sanchez,67
Amanda Fuller,66
Ricky Cole,51
Carolyn Mitchell,96
Gabrielle Martin,79
Joseph Meyers,52
Karen Miller,56
Susan Harris,95
Matthew Dixon,60
Jessica Daniels,53
Angela Holder,100
Joseph Bauer,67
Adrian Stevens,74
Tina Hunter,62
Jennifer Sanchez,69
Todd Barton,97
Luis Cochran,81
Amanda Graves,60
John Hawkins,94
Gary Lee,54
Mrs. Priscilla Munoz,77
Michael Brooks,74
Jared Schmitt,78
Gabriella Cabrera,69
Leslie Cummings,57
Benjamin Wolfe,57
Justin Scott,50
Yolanda Turner,66
Taylor Patel,59
Thomas Roman,79
